municipality,year,sex,age_group,population,education_level,unemployment_rate,employment_rate
Kommun_114,2023,Female,20-24,1570,Medium,10.9,81.8
Kommun_114,2023,Male,16-19,1553,Medium,11,81.3
Kommun_114,2023,Male,20-24,1490,Medium,15.1,82.1
Kommun_115,2018,Female,16-19,1512,High,8.3,89
Kommun_115,2018,Female,20-24,1506,Low,17.5,80
Kommun_115,2018,Male,16-19,1545,Low,15.4,77.9
Kommun_115,2018,Male,20-24,1505,High,6.9,87.7
Kommun_115,2019,Female,16-19,1476,Medium,12.6,82.3
Kommun_115,2019,Female,20-24,1525,Low,18.6,73.1
Kommun_115,2019,Male,16-19,1598,Medium,10.9,84
Kommun_115,2019,Male,20-24,1497,Medium,16.8,79.3
Kommun_115,2020,Female,16-19,1451,Low,17.1,76.1
Kommun_115,2020,Female,20-24,1458,Low,18.3,77.3
Kommun_115,2020,Male,16-19,1575,Medium,13.7,79.7
Kommun_115,2020,Male,20-24,1566,Low,16,74.2
Kommun_115,2021,Female,16-19,1515,Low,18.7,72.9
Kommun_115,2021,Female,20-24,1495,Low,19.3,74.2
Kommun_115,2021,Male,16-19,1564,Low,19.8,74.8
Kommun_115,2021,Male,20-24,1472,High,7.1,88
Kommun_115,2022,Female,16-19,1521,Low,15,75.5
Kommun_115,2022,Female,20-24,1434,Medium,12.3,80.5
Kommun_115,2022,Male,16-19,1502,Medium,13.4,81.2
Kommun_115,2022,Male,20-24,1462,Medium,10.3,85.8
Kommun_115,2023,Female,16-19,1539,Low,16.3,77.5
Kommun_115,2023,Female,20-24,1527,Low,16.1,81.4
Kommun_115,2023,Male,16-19,1515,Medium,16.3,79.5
Kommun_115,2023,Male,20-24,1496,Medium,15,79.1
Kommun_116,2018,Female,16-19,1521,Medium,13.9,81.1
Kommun_116,2018,Female,20-24,1420,Medium,18.6,78.5
Kommun_116,2018,Male,16-19,1546,Low,11.5,82.4
Kommun_116,2018,Male,20-24,1510,Medium,16.1,79.8
Kommun_116,2019,Female,16-19,1537,Medium,7.5,88.3
Kommun_116,2019,Female,20-24,1598,Low,17.1,78.4
Kommun_116,2019,Male,16-19,1574,Low,24.9,75.7
Kommun_116,2019,Male,20-24,1502,Medium,12.5,83.9
Kommun_116,2020,Female,16-19,1450,Low,11,84.2
Kommun_116,2020,Female,20-24,1508,Medium,15.7,80.2
Kommun_116,2020,Male,16-19,1494,Medium,10.8,82.3
Kommun_116,2020,Male,20-24,1453,Low,19.9,73.8
Kommun_116,2021,Female,16-19,1462,Low,20.5,72.7
Kommun_116,2021,Female,20-24,1511,High,3.7,90.5
Kommun_116,2021,Male,16-19,1449,Low,13.5,80.7
Kommun_116,2021,Male,20-24,1489,Medium,12.6,84
Kommun_116,2022,Female,16-19,1490,Medium,12,83.7
Kommun_116,2022,Female,20-24,1437,High,8.1,84.1
Kommun_116,2022,Male,16-19,1465,Low,21,76.4
Kommun_116,2022,Male,20-24,1563,Medium,13.9,79.9
Kommun_116,2023,Female,16-19,1514,Low,16.3,78.2
Kommun_116,2023,Female,20-24,1535,Medium,9.5,82.5
Kommun_116,2023,Male,16-19,1531,Low,20.8,76.8
Kommun_116,2023,Male,20-24,1517,Medium,15.5,79.5
Kommun_117,2018,Female,16-19,1553,Low,17.9,79.3
Kommun_117,2018,Female,20-24,1453,Low,18,78.1
Kommun_117,2018,Male,16-19,1578,Medium,9.3,88.6
Kommun_117,2018,Male,20-24,1492,Medium,6.7,85.6
Kommun_117,2019,Female,16-19,1426,Medium,15.1,80.7
Kommun_117,2019,Female,20-24,1450,Low,21.9,70.3
Kommun_117,2019,Male,16-19,1565,High,10.9,88.4
Kommun_117,2019,Male,20-24,1576,Medium,12.1,82.5
Kommun_117,2020,Female,16-19,1516,Medium,8.9,83.7
Kommun_117,2020,Female,20-24,1513,Medium,17,78.4
Kommun_117,2020,Male,16-19,1579,Low,17.2,79.1
Kommun_117,2020,Male,20-24,1501,Medium,12,82.8
Kommun_117,2021,Female,16-19,1431,High,5.7,87.1
Kommun_117,2021,Female,20-24,1519,Low,15.9,78.7
Kommun_117,2021,Male,16-19,1475,Medium,6.6,91.9
Kommun_117,2021,Male,20-24,1426,Medium,13.4,83.5
Kommun_117,2022,Female,16-19,1532,High,6.6,89.3
Kommun_117,2022,Female,20-24,1452,Medium,8.1,87.5
Kommun_117,2022,Male,16-19,1511,High,7.6,86.3
Kommun_117,2022,Male,20-24,1511,High,3,95
Kommun_117,2023,Female,16-19,1479,Medium,11.4,86.9
Kommun_117,2023,Female,20-24,1517,Medium,17.7,77.4
Kommun_117,2023,Male,16-19,1465,Medium,16.9,81.2
Kommun_117,2023,Male,20-24,1533,Medium,10,86.3
Kommun_118,2018,Female,16-19,1536,High,8.8,86.3
Kommun_118,2018,Female,20-24,1496,Low,20.6,74
Kommun_118,2018,Male,16-19,1521,Low,16.6,80
Kommun_118,2018,Male,20-24,1442,Low,15.1,80.6
Kommun_118,2019,Female,16-19,1549,Low,22.7,67.4
Kommun_118,2019,Female,20-24,1472,High,11.7,82
Kommun_118,2019,Male,16-19,1471,Low,17.2,78.4
Kommun_118,2019,Male,20-24,1482,Low,16.4,80.2
Kommun_118,2020,Female,16-19,1573,High,7.1,86.6
Kommun_118,2020,Female,20-24,1531,Medium,16.1,78.3
Kommun_118,2020,Male,16-19,1476,Medium,15,80.7
Kommun_118,2020,Male,20-24,1489,High,5.7,90.1
Kommun_118,2021,Female,16-19,1511,Medium,8.4,82.5
Kommun_118,2021,Female,20-24,1426,Low,18.5,74.4
Kommun_118,2021,Male,16-19,1545,Low,15.4,78.3
Kommun_118,2021,Male,20-24,1460,Medium,10.5,83.6
Kommun_118,2022,Female,16-19,1525,Medium,13.8,82.6
Kommun_118,2022,Female,20-24,1472,Medium,7.1,85.1
Kommun_118,2022,Male,16-19,1481,High,7.8,89
Kommun_118,2022,Male,20-24,1479,Medium,13.6,78.2
Kommun_118,2023,Female,16-19,1514,Medium,11.4,80
Kommun_118,2023,Female,20-24,1449,Medium,14.3,79.4
Kommun_118,2023,Male,16-19,1401,Medium,14,77.7
Kommun_118,2023,Male,20-24,1492,Medium,4.5,90.8
Kommun_119,2018,Female,16-19,1497,Low,20.8,72.4
Kommun_119,2018,Female,20-24,1471,Medium,7.2,86.5
Kommun_119,2018,Male,16-19,1519,Low,16.2,79.3
Kommun_119,2018,Male,20-24,1473,High,11.4,84.5
Kommun_119,2019,Female,16-19,1505,Low,16.2,81
Kommun_119,2019,Female,20-24,1514,Low,19,76.7
Kommun_119,2019,Male,16-19,1425,Medium,11.1,82.3
Kommun_119,2019,Male,20-24,1559,Medium,14.4,78.6
Kommun_119,2020,Female,16-19,1506,Medium,12.4,83.3
Kommun_119,2020,Female,20-24,1525,Medium,12,84
Kommun_119,2020,Male,16-19,1527,Medium,12.9,80.9
Kommun_119,2020,Male,20-24,1556,Medium,12.2,83.8
Kommun_119,2021,Female,16-19,1541,Medium,13.1,80.3
Kommun_119,2021,Female,20-24,1466,Low,21.6,71.7
Kommun_119,2021,Male,16-19,1508,Low,13.5,80
Kommun_119,2021,Male,20-24,1466,Medium,5.8,87
Kommun_119,2022,Female,16-19,1487,Low,16,77.8
Kommun_119,2022,Female,20-24,1496,Medium,16.2,77.3
Kommun_119,2022,Male,16-19,1490,High,6.2,90.8
Kommun_119,2022,Male,20-24,1559,Medium,11.4,83
Kommun_119,2023,Female,16-19,1541,Low,17.4,81.8
Kommun_119,2023,Female,20-24,1543,Low,20,77.1
Kommun_119,2023,Male,16-19,1510,Medium,8.4,85.1
Kommun_119,2023,Male,20-24,1537,Low,18.6,75
Kommun_12,2018,Female,16-19,1577,High,9.3,82.9
Kommun_12,2018,Female,20-24,1483,Low,12.8,81.8
Kommun_12,2018,Male,16-19,1558,Medium,9.7,86.2
Kommun_12,2018,Male,20-24,1477,Medium,9.9,84.9
Kommun_12,2019,Female,16-19,1545,Low,16.2,80.1
Kommun_12,2019,Female,20-24,1538,High,6.1,91
Kommun_12,2019,Male,16-19,1560,Low,15.7,75.2
Kommun_12,2019,Male,20-24,1503,Low,15.8,76.3
Kommun_12,2020,Female,16-19,1409,Medium,16.4,77
Kommun_12,2020,Female,20-24,1464,Medium,10.9,81.6
Kommun_12,2020,Male,16-19,1520,High,6.8,86.9
Kommun_12,2020,Male,20-24,1511,High,10.6,83.1
Kommun_12,2021,Female,16-19,1533,Medium,11.6,80.8
Kommun_12,2021,Female,20-24,1474,High,10.7,82.1
Kommun_12,2021,Male,16-19,1609,Medium,13.4,81.5
Kommun_12,2021,Male,20-24,1525,High,8.9,86.9
Kommun_12,2022,Female,16-19,1476,High,3,94.3
Kommun_12,2022,Female,20-24,1467,High,3.2,91
Kommun_12,2022,Male,16-19,1534,High,7.5,88.3
Kommun_12,2022,Male,20-24,1501,Low,17.7,79.5
Kommun_12,2023,Female,16-19,1507,Low,18.4,75.3
Kommun_12,2023,Female,20-24,1501,Medium,14.1,78.7
Kommun_12,2023,Male,16-19,1525,Low,18.8,75
Kommun_12,2023,Male,20-24,1484,Low,15.8,78
Kommun_120,2018,Female,16-19,1481,Low,15.8,79.3
Kommun_120,2018,Female,20-24,1450,Medium,16.5,79.2
Kommun_120,2018,Male,16-19,1507,Medium,14.4,79.7
Kommun_120,2018,Male,20-24,1434,Medium,9.8,83.8
Kommun_120,2019,Female,16-19,1525,High,3.8,88.2
Kommun_120,2019,Female,20-24,1443,Low,20,71.5
Kommun_120,2019,Male,16-19,1554,Medium,8.3,87.7
Kommun_120,2019,Male,20-24,1489,High,8.9,84.9
Kommun_120,2020,Female,16-19,1482,High,12.8,81.1
Kommun_120,2020,Female,20-24,1533,Medium,11,84.6
Kommun_120,2020,Male,16-19,1471,Medium,10,83.8
Kommun_120,2020,Male,20-24,1482,Medium,12.4,83.6
Kommun_120,2021,Female,16-19,1493,Low,18.1,75.6
Kommun_120,2021,Female,20-24,1548,Medium,10,85.8
Kommun_120,2021,Male,16-19,1535,Low,19.5,74.2
Kommun_120,2021,Male,20-24,1500,High,5.7,90
Kommun_120,2022,Female,16-19,1491,Low,17.2,78.7
Kommun_120,2022,Female,20-24,1569,Low,14.9,79.6
Kommun_120,2022,Male,16-19,1441,Low,17.5,77.4
Kommun_120,2022,Male,20-24,1463,Medium,10.8,82.6
Kommun_120,2023,Female,16-19,1484,Medium,13.1,81
Kommun_120,2023,Female,20-24,1478,Medium,8.5,87.3
Kommun_120,2023,Male,16-19,1481,Medium,12.2,81.2
Kommun_120,2023,Male,20-24,1451,High,3,95
Kommun_121,2018,Female,16-19,1456,High,11.2,83.4
Kommun_121,2018,Female,20-24,1488,Medium,13.2,83.6
Kommun_121,2018,Male,16-19,1514,Medium,10.8,81.9
Kommun_121,2018,Male,20-24,1519,Medium,14,79.6
Kommun_121,2019,Female,16-19,1430,High,9.2,86.6
Kommun_121,2019,Female,20-24,1479,Low,18.8,77.5
Kommun_121,2019,Male,16-19,1489,High,5.7,88.6
Kommun_121,2019,Male,20-24,1535,Medium,15.5,82.2
Kommun_121,2020,Female,16-19,1434,Medium,10.6,83.9
Kommun_121,2020,Female,20-24,1526,High,9.5,84.9
Kommun_121,2020,Male,16-19,1494,High,7.8,89.2
Kommun_121,2020,Male,20-24,1504,Medium,17.3,76.1
Kommun_121,2021,Female,16-19,1465,Medium,6.5,88.1
Kommun_121,2021,Female,20-24,1586,High,3,95
Kommun_121,2021,Male,16-19,1468,Low,9.4,84.4
Kommun_121,2021,Male,20-24,1432,Medium,14.5,79.5
Kommun_121,2022,Female,16-19,1509,Low,19.6,75.3
Kommun_121,2022,Female,20-24,1427,Medium,13.1,82.6
Kommun_121,2022,Male,16-19,1520,Medium,9,86.4
Kommun_121,2022,Male,20-24,1480,Medium,14.4,84.3
Kommun_121,2023,Female,16-19,1564,High,4.7,89.1
Kommun_121,2023,Female,20-24,1474,Low,21.1,76
Kommun_121,2023,Male,16-19,1577,Low,16.4,79.6
Kommun_121,2023,Male,20-24,1532,High,9.6,88.1
Kommun_122,2018,Female,16-19,1563,Medium,9.6,85.9
Kommun_122,2018,Female,20-24,1561,Low,18.6,74.2
Kommun_122,2018,Male,16-19,1548,Low,19.1,75
Kommun_122,2018,Male,20-24,1451,Low,21.4,72.6
Kommun_122,2019,Female,16-19,1537,Low,12.1,80.2
Kommun_122,2019,Female,20-24,1412,Low,18.6,77
Kommun_122,2019,Male,16-19,1491,Medium,10.9,83.8
Kommun_122,2019,Male,20-24,1410,Medium,8.7,86.9
Kommun_122,2020,Female,16-19,1490,High,4.4,93.6
Kommun_122,2020,Female,20-24,1529,Low,14.5,84.5
Kommun_122,2020,Male,16-19,1494,Medium,6.4,87.7
Kommun_122,2020,Male,20-24,1447,Medium,9.9,86
Kommun_122,2021,Female,16-19,1524,Low,23,71.1
Kommun_122,2021,Female,20-24,1450,Medium,13.7,79.7
Kommun_122,2021,Male,16-19,1490,High,5.4,90.8
Kommun_122,2021,Male,20-24,1508,Medium,15.6,82.1
Kommun_122,2022,Female,16-19,1501,Medium,15.2,79.3
Kommun_122,2022,Female,20-24,1538,Medium,15.3,80.6
Kommun_122,2022,Male,16-19,1466,High,9.9,85.2
Kommun_122,2022,Male,20-24,1461,Medium,6.9,89
Kommun_122,2023,Female,16-19,1509,Medium,9.3,87.2
Kommun_122,2023,Female,20-24,1453,Low,18,80.9
Kommun_122,2023,Male,16-19,1485,High,8.1,84
Kommun_122,2023,Male,20-24,1471,Medium,7.2,90.9
Kommun_123,2018,Female,16-19,1498,Medium,9.1,85.3
Kommun_123,2018,Female,20-24,1486,Low,12.9,83.1
Kommun_123,2018,Male,16-19,1576,Low,24.8,67.4
Kommun_123,2018,Male,20-24,1523,Medium,16.7,80.7
Kommun_123,2019,Female,16-19,1471,High,10,82
Kommun_123,2019,Female,20-24,1533,Low,18.7,78
Kommun_123,2019,Male,16-19,1563,Medium,14.7,83.2
Kommun_123,2019,Male,20-24,1478,Low,20.1,73.9
Kommun_123,2020,Female,16-19,1462,Low,15.5,84.2
Kommun_123,2020,Female,20-24,1488,Low,20.8,75.5
Kommun_123,2020,Male,16-19,1545,Low,14.1,75.8
Kommun_123,2020,Male,20-24,1533,High,6,88.6
Kommun_123,2021,Female,16-19,1427,Low,19,79.2
Kommun_123,2021,Female,20-24,1413,Medium,9.7,83.8
Kommun_123,2021,Male,16-19,1463,Medium,15,82.3
Kommun_123,2021,Male,20-24,1455,Medium,13.4,77.3
Kommun_123,2022,Female,16-19,1463,Medium,18.6,77.2
Kommun_123,2022,Female,20-24,1502,Medium,12,81.8
Kommun_123,2022,Male,16-19,1536,Low,18.9,73.8
Kommun_123,2022,Male,20-24,1475,Low,18,74
Kommun_123,2023,Female,16-19,1511,Low,13.9,80.7
Kommun_123,2023,Female,20-24,1511,Medium,11.6,82
Kommun_123,2023,Male,16-19,1456,High,5.3,90.1
Kommun_123,2023,Male,20-24,1560,High,3.9,87.7
Kommun_124,2018,Female,16-19,1430,Medium,8.8,89.3
Kommun_124,2018,Female,20-24,1523,High,5,87.9
Kommun_124,2018,Male,16-19,1511,Low,19.1,75.2
Kommun_124,2018,Male,20-24,1568,Low,20.5,74.1
Kommun_124,2019,Female,16-19,1521,Low,14.4,80.9
Kommun_124,2019,Female,20-24,1473,High,11,82.3
Kommun_124,2019,Male,16-19,1451,Low,21,73.5
Kommun_124,2019,Male,20-24,1387,Low,14.2,82
Kommun_124,2020,Female,16-19,1534,Low,15.3,80.2
Kommun_124,2020,Female,20-24,1505,High,6.1,92.7
Kommun_124,2020,Male,16-19,1432,High,8.6,85.7
Kommun_124,2020,Male,20-24,1546,Medium,8.6,85.3
Kommun_124,2021,Female,16-19,1515,Low,16.1,77.1
Kommun_124,2021,Female,20-24,1588,Medium,14.9,78.3
Kommun_124,2021,Male,16-19,1591,Medium,11.9,81.6
Kommun_124,2021,Male,20-24,1483,Low,12.6,80.9
Kommun_124,2022,Female,16-19,1587,Medium,13.1,78
Kommun_124,2022,Female,20-24,1473,Low,20,74.9
Kommun_124,2022,Male,16-19,1511,Low,20.7,77
Kommun_124,2022,Male,20-24,1517,Low,16,77.5
Kommun_124,2023,Female,16-19,1533,Low,25,71.9
Kommun_124,2023,Female,20-24,1498,High,9.4,85.7
Kommun_124,2023,Male,16-19,1507,High,7.5,89.3
Kommun_124,2023,Male,20-24,1493,Low,13.9,79.5
Kommun_125,2018,Female,16-19,1520,Low,15.1,82.2
Kommun_125,2018,Female,20-24,1517,Low,21.6,71.3
Kommun_125,2018,Male,16-19,1519,Low,17,81.4
Kommun_125,2018,Male,20-24,1480,Low,20.8,73.1
Kommun_125,2019,Female,16-19,1528,Medium,18.6,77.9
Kommun_125,2019,Female,20-24,1531,Low,13.2,79.2
Kommun_125,2019,Male,16-19,1543,High,7.8,85.8
Kommun_125,2019,Male,20-24,1479,High,11.9,85.4
Kommun_125,2020,Female,16-19,1500,Low,18,79.1
Kommun_125,2020,Female,20-24,1506,Medium,12.9,80.1
Kommun_125,2020,Male,16-19,1464,Medium,12.4,81.4
Kommun_125,2020,Male,20-24,1524,Low,17.8,77.7
Kommun_125,2021,Female,16-19,1444,Medium,17.4,77.4
Kommun_125,2021,Female,20-24,1480,High,7.2,88.3
Kommun_125,2021,Male,16-19,1435,Medium,14.4,82.2
Kommun_125,2021,Male,20-24,1472,Low,17.7,76.1
Kommun_125,2022,Female,16-19,1428,Medium,13.7,79.1
Kommun_125,2022,Female,20-24,1478,Low,16.5,80.2
Kommun_125,2022,Male,16-19,1543,Medium,11.1,80
Kommun_125,2022,Male,20-24,1464,High,8,86.3
Kommun_125,2023,Female,16-19,1570,Medium,15.7,78.9
Kommun_125,2023,Female,20-24,1545,Low,20.8,72.6
Kommun_125,2023,Male,16-19,1455,Medium,12.8,79.5
Kommun_125,2023,Male,20-24,1538,Low,22.9,73.2
Kommun_126,2018,Female,16-19,1518,High,3.7,90.7
Kommun_126,2018,Female,20-24,1542,Medium,12,83.8
Kommun_126,2018,Male,16-19,1470,Medium,10.7,82.5
Kommun_126,2018,Male,20-24,1484,High,3.1,91.3
Kommun_126,2019,Female,16-19,1495,Low,13.4,80.9
Kommun_126,2019,Female,20-24,1491,Low,21.8,74.1
Kommun_126,2019,Male,16-19,1456,Medium,9.1,86
Kommun_126,2019,Male,20-24,1496,Medium,15.9,75
Kommun_126,2020,Female,16-19,1457,Low,18.4,74.3
Kommun_126,2020,Female,20-24,1444,Medium,9.4,85.3
Kommun_126,2020,Male,16-19,1517,High,6,88.8
Kommun_126,2020,Male,20-24,1488,Low,14.9,76.6
Kommun_126,2021,Female,16-19,1486,Low,18.9,74.3
Kommun_126,2021,Female,20-24,1463,Medium,16.2,77.3
Kommun_126,2021,Male,16-19,1526,Medium,12.6,81.6
Kommun_126,2021,Male,20-24,1503,Medium,12.8,81.4
Kommun_126,2022,Female,16-19,1456,Medium,10.5,84.1
Kommun_126,2022,Female,20-24,1493,High,7.6,88.9
Kommun_126,2022,Male,16-19,1491,High,8,87.9
Kommun_126,2022,Male,20-24,1439,Low,19.2,72.9
Kommun_126,2023,Female,16-19,1466,Medium,10,86.7
Kommun_126,2023,Female,20-24,1519,Low,17.4,79.1
Kommun_126,2023,Male,16-19,1505,High,8.7,84.7
Kommun_126,2023,Male,20-24,1496,Medium,11.2,84.5
Kommun_127,2018,Female,16-19,1470,Low,21.5,74.3
Kommun_127,2018,Female,20-24,1502,High,5.5,90.2
Kommun_127,2018,Male,16-19,1517,High,8.3,84.2
Kommun_127,2018,Male,20-24,1482,High,7,87.2
Kommun_127,2019,Female,16-19,1436,Low,19.5,75.7
Kommun_127,2019,Female,20-24,1485,Medium,11.4,82.6
Kommun_127,2019,Male,16-19,1420,Low,20.8,73.6
Kommun_127,2019,Male,20-24,1491,Low,15.6,80.2
Kommun_127,2020,Female,16-19,1498,Medium,11.6,84.1
Kommun_127,2020,Female,20-24,1525,Medium,13.1,83.7
Kommun_127,2020,Male,16-19,1430,High,11.3,83.3
Kommun_127,2020,Male,20-24,1468,Low,16.8,77.5
Kommun_127,2021,Female,16-19,1505,Low,21.7,72.6
Kommun_127,2021,Female,20-24,1479,Low,17.5,77.5
Kommun_127,2021,Male,16-19,1432,Low,21,74.8
Kommun_127,2021,Male,20-24,1526,Medium,10.1,85.2
Kommun_127,2022,Female,16-19,1477,Medium,15,81.1
Kommun_127,2022,Female,20-24,1567,Medium,10.7,86
Kommun_127,2022,Male,16-19,1531,Low,18.3,75
Kommun_127,2022,Male,20-24,1532,Low,20.9,72
Kommun_127,2023,Female,16-19,1482,High,5.6,90.3
Kommun_127,2023,Female,20-24,1501,Low,19.9,75.6
Kommun_127,2023,Male,16-19,1512,Medium,17.2,79.6
Kommun_127,2023,Male,20-24,1520,Low,16.1,79
Kommun_128,2018,Female,16-19,1559,Medium,9.9,84.9
Kommun_128,2018,Female,20-24,1572,Low,19.1,75.7
Kommun_128,2018,Male,16-19,1543,Medium,8.9,87
Kommun_128,2018,Male,20-24,1487,Low,24.5,70.7
Kommun_128,2019,Female,16-19,1482,Low,16.5,75.9
Kommun_128,2019,Female,20-24,1503,Low,18.9,75.8
Kommun_128,2019,Male,16-19,1580,High,3,92.1
Kommun_128,2019,Male,20-24,1449,Medium,14,79.1
Kommun_128,2020,Female,16-19,1546,High,5,90.8
Kommun_128,2020,Female,20-24,1493,Low,15.8,80.4
Kommun_128,2020,Male,16-19,1499,Medium,7.7,86.8
Kommun_128,2020,Male,20-24,1514,Low,17.2,80.1
Kommun_128,2021,Female,16-19,1415,Medium,7.9,87.9
Kommun_128,2021,Female,20-24,1480,High,6.2,88.2
Kommun_128,2021,Male,16-19,1552,Low,18.7,78.6
Kommun_128,2021,Male,20-24,1503,Medium,9.8,84.4
Kommun_128,2022,Female,16-19,1507,High,8.6,89.4
Kommun_128,2022,Female,20-24,1486,Low,13,82.1
Kommun_128,2022,Male,16-19,1500,Low,15.1,81.7
Kommun_128,2022,Male,20-24,1582,High,14.6,77.1
Kommun_128,2023,Female,16-19,1490,Medium,11.7,80.5
Kommun_128,2023,Female,20-24,1519,Medium,18.2,76.4
Kommun_128,2023,Male,16-19,1490,Medium,10,86.8
Kommun_128,2023,Male,20-24,1504,Medium,10.9,81.9
Kommun_129,2018,Female,16-19,1523,Medium,8.1,84.6
Kommun_129,2018,Female,20-24,1601,Medium,15.3,79.9
Kommun_129,2018,Male,16-19,1439,Medium,15.2,83.1
Kommun_129,2018,Male,20-24,1511,Low,17.8,79.4
Kommun_129,2019,Female,16-19,1474,Low,20.6,74
Kommun_129,2019,Female,20-24,1522,Low,20.2,74.4
Kommun_129,2019,Male,16-19,1437,Medium,10,82.5
Kommun_129,2019,Male,20-24,1561,Medium,7.4,83.8
Kommun_129,2020,Female,16-19,1492,Low,17.6,80.6
Kommun_129,2020,Female,20-24,1496,High,8.7,86.6
Kommun_129,2020,Male,16-19,1521,Medium,13.5,83.2
Kommun_129,2020,Male,20-24,1505,Low,18.2,75.3
Kommun_129,2021,Female,16-19,1528,Low,21.9,74.6
Kommun_129,2021,Female,20-24,1509,Medium,9.8,88.4
Kommun_129,2021,Male,16-19,1486,Medium,14.2,82.5
Kommun_129,2021,Male,20-24,1482,Medium,12.6,82.7
Kommun_129,2022,Female,16-19,1489,High,5,90.3
Kommun_129,2022,Female,20-24,1518,Medium,13.2,82.5
Kommun_129,2022,Male,16-19,1511,High,9.3,84
Kommun_129,2022,Male,20-24,1407,Low,18.4,74.5
Kommun_129,2023,Female,16-19,1492,Medium,7.4,89.8
Kommun_129,2023,Female,20-24,1450,Medium,8.1,89
Kommun_129,2023,Male,16-19,1496,Medium,6.8,88.6
Kommun_129,2023,Male,20-24,1532,Low,18.9,75.2
Kommun_13,2018,Female,16-19,1457,Medium,11.6,81.9
Kommun_13,2018,Female,20-24,1449,Low,21.7,71.6
Kommun_13,2018,Male,16-19,1509,Medium,13,81.1
Kommun_13,2018,Male,20-24,1458,Medium,11.1,79.5
Kommun_13,2019,Female,16-19,1491,Medium,6.7,89.2
Kommun_13,2019,Female,20-24,1481,Low,20.8,75.4
Kommun_13,2019,Male,16-19,1422,Medium,14.6,77.6
Kommun_13,2019,Male,20-24,1487,Medium,14.1,82.6
Kommun_13,2020,Female,16-19,1538,Medium,12.2,79
Kommun_13,2020,Female,20-24,1459,Medium,14.6,82.4
Kommun_13,2020,Male,16-19,1532,High,7.9,84.9
Kommun_13,2020,Male,20-24,1549,Low,17.1,78.9
Kommun_13,2021,Female,16-19,1470,Medium,8.3,87.8
Kommun_13,2021,Female,20-24,1549,Medium,10.2,84.5
Kommun_13,2021,Male,16-19,1550,Low,22.9,74.6
Kommun_13,2021,Male,20-24,1478,Low,19.2,78
Kommun_13,2022,Female,16-19,1519,Medium,14.1,82.2
Kommun_13,2022,Female,20-24,1516,Low,13.9,80
Kommun_13,2022,Male,16-19,1508,Medium,12.1,82.7
Kommun_13,2022,Male,20-24,1550,Low,20.7,73.7
Kommun_13,2023,Female,16-19,1420,Medium,12,82.6
Kommun_13,2023,Female,20-24,1525,High,4.9,90.2
Kommun_13,2023,Male,16-19,1484,Low,25.9,68.7
Kommun_13,2023,Male,20-24,1486,Low,17,75.5
Kommun_130,2018,Female,16-19,1465,High,9.3,87.2
Kommun_130,2018,Female,20-24,1503,Low,18.3,75.2
Kommun_130,2018,Male,16-19,1455,Medium,12,80.8
Kommun_130,2018,Male,20-24,1455,Medium,7.6,84.3
Kommun_130,2019,Female,16-19,1487,Low,18.5,77.7
Kommun_130,2019,Female,20-24,1549,Low,20.6,71.3
Kommun_130,2019,Male,16-19,1501,Medium,9.8,86.8
Kommun_130,2019,Male,20-24,1469,Low,16.6,78.8
Kommun_130,2020,Female,16-19,1585,Medium,13.3,85.1
Kommun_130,2020,Female,20-24,1464,Low,18,78.1
Kommun_130,2020,Male,16-19,1490,Medium,11.4,80.7
Kommun_130,2020,Male,20-24,1502,Medium,17.5,78.4
Kommun_130,2021,Female,16-19,1484,High,6.5,87.8
Kommun_130,2021,Female,20-24,1547,Medium,10.9,83.9
Kommun_130,2021,Male,16-19,1515,Low,17,78.1
Kommun_130,2021,Male,20-24,1503,High,8,86.7
Kommun_130,2022,Female,16-19,1500,Low,20.3,77.9
Kommun_130,2022,Female,20-24,1442,Low,15.6,78.1
Kommun_130,2022,Male,16-19,1492,Low,18,73.4
Kommun_130,2022,Male,20-24,1536,Medium,12,79
Kommun_130,2023,Female,16-19,1482,Medium,11.3,86.5
Kommun_130,2023,Female,20-24,1468,Medium,13,78
Kommun_130,2023,Male,16-19,1494,High,7.7,84.1
Kommun_130,2023,Male,20-24,1495,Low,18.5,77.2
Kommun_131,2018,Female,16-19,1511,Low,18.8,77.1
Kommun_131,2018,Female,20-24,1494,Medium,18.4,78.4
Kommun_131,2018,Male,16-19,1524,Medium,17.5,78.6
Kommun_131,2018,Male,20-24,1531,Medium,12.4,85.6
Kommun_131,2019,Female,16-19,1565,Medium,9,86.8
Kommun_131,2019,Female,20-24,1479,Medium,10.2,84.6
Kommun_131,2019,Male,16-19,1512,Low,15,80.2
Kommun_131,2019,Male,20-24,1501,High,5.8,89.3
Kommun_131,2020,Female,16-19,1503,Medium,10.6,86.6
Kommun_131,2020,Female,20-24,1487,Low,17.2,79.7
Kommun_131,2020,Male,16-19,1476,Medium,6.3,93.3
Kommun_131,2020,Male,20-24,1514,High,9.8,87.1
Kommun_131,2021,Female,16-19,1520,Low,21.3,75.7
Kommun_131,2021,Female,20-24,1452,Medium,14.4,77.2
Kommun_131,2021,Male,16-19,1520,Low,16.8,74.6
Kommun_131,2021,Male,20-24,1540,Medium,8,85.1
Kommun_131,2022,Female,16-19,1518,Medium,13.3,82.2
Kommun_131,2022,Female,20-24,1522,Medium,11,86.8
Kommun_131,2022,Male,16-19,1507,Medium,14.4,82.8
